# ECalBin GEMLayer xMin xMax yMin yMax
14 0 -0.6 -0.35 -0.15 0.2
14 1 -0.6 -0.3 -0.15 0.2
14 2 -0.65 -0.35 -0.2 0.25
14 3 -0.65 -0.4 -0.2 0.25
14 4 -0.7 -0.4 -0.2 0.25
14 5 -0.7 -0.45 -0.15 0.25
14 6 -0.75 -0.5 -0.2 0.25
14 7 -0.85 -0.5 -0.2 0.25
15 0 -0.55 -0.3 -0.1 0.25
15 1 -0.55 -0.3 -0.1 0.25
15 2 -0.6 -0.35 -0.1 0.25
15 3 -0.65 -0.35 -0.1 0.25
15 4 -0.65 -0.4 -0.1 0.25
15 5 -0.7 -0.45 -0.1 0.3
15 6 -0.75 -0.5 -0.1 0.3
15 7 -0.75 -0.5 -0.1 0.3
16 0 -0.55 -0.3 -0.1 0.25
16 1 -0.55 -0.3 -0.1 0.25
16 2 -0.6 -0.35 -0.1 0.25
16 3 -0.6 -0.35 -0.05 0.3
16 4 -0.65 -0.4 -0.05 0.25
16 5 -0.7 -0.4 -0.05 0.25
16 6 -0.7 -0.4 -0.1 0.3
16 7 -0.75 -0.5 -0.1 0.3
17 0 -0.65 -0.4 -0.25 0.05
17 1 -0.65 -0.4 -0.25 0.1
17 2 -0.7 -0.45 -0.25 0.05
17 3 -0.75 -0.45 -0.25 0.05
17 4 -0.8 -0.5 -0.3 0.05
17 5 -0.8 -0.55 -0.25 0.05
17 6 -0.85 -0.55 -0.3 0.05
17 7 -0.9 -0.6 -0.3 0
18 0 -0.6 -0.35 -0.25 0.1
18 1 -0.65 -0.4 -0.25 0.1
18 2 -0.65 -0.4 -0.25 0.1
18 3 -0.7 -0.45 -0.25 0.1
18 4 -0.75 -0.5 -0.25 0.05
18 5 -0.75 -0.5 -0.25 0.1
18 6 -0.8 -0.55 -0.3 0.1
18 7 -0.85 -0.55 -0.3 0.05
19 0 -0.6 -0.35 -0.25 0.15
19 1 -0.6 -0.35 -0.25 0.15
19 2 -0.65 -0.35 -0.25 0.15
19 3 -0.7 -0.4 -0.25 0.1
19 4 -0.7 -0.4 -0.25 0.15
19 5 -0.75 -0.45 -0.25 0.15
19 6 -0.75 -0.5 -0.25 0.15
19 7 -0.8 -0.5 -0.25 0.15
20 0 -0.55 -0.3 -0.2 0.2
20 1 -0.55 -0.3 -0.2 0.2
20 2 -0.6 -0.35 -0.2 0.2
20 3 -0.65 -0.4 -0.2 0.2
20 4 -0.65 -0.35 -0.2 0.2
20 5 -0.7 -0.4 -0.2 0.2
20 6 -0.75 -0.5 -0.2 0.2
20 7 -0.8 -0.5 -0.2 0.2
21 0 -0.55 -0.3 -0.15 0.25
21 1 -0.55 -0.3 -0.2 0.25
21 2 -0.6 -0.35 -0.15 0.2
21 3 -0.6 -0.35 -0.2 0.25
21 4 -0.65 -0.4 -0.15 0.25
21 5 -0.65 -0.4 -0.15 0.2
21 6 -0.75 -0.45 -0.15 0.25
21 7 -0.75 -0.45 -0.15 0.25
22 0 -0.5 -0.25 -0.15 0.25
22 1 -0.55 -0.3 -0.15 0.25
22 2 -0.55 -0.3 -0.15 0.25
22 3 -0.6 -0.35 -0.15 0.25
22 4 -0.6 -0.35 -0.15 0.25
22 5 -0.6 -0.35 -0.1 0.25
22 6 -0.65 -0.4 -0.1 0.3
22 7 -0.7 -0.4 -0.15 0.3
23 0 -0.5 -0.25 -0.1 0.25
23 1 -0.5 -0.25 -0.1 0.25
23 2 -0.55 -0.3 -0.1 0.25
23 3 -0.55 -0.3 -0.1 0.25
23 4 -0.6 -0.35 -0.1 0.25
23 5 -0.6 -0.35 -0.1 0.3
23 6 -0.65 -0.35 -0.05 0.3
23 7 -0.65 -0.4 -0.05 0.3
24 0 -0.6 -0.3 -0.25 0
24 1 -0.6 -0.35 -0.25 0
24 2 -0.65 -0.35 -0.3 0
24 3 -0.7 -0.4 -0.25 0
24 4 -0.7 -0.45 -0.3 0
24 5 -0.75 -0.5 -0.25 0
24 6 -0.8 -0.5 -0.3 0
24 7 -0.8 -0.5 -0.3 0
25 0 -0.55 -0.3 -0.25 0.1
25 1 -0.6 -0.35 -0.25 0.1
25 2 -0.65 -0.35 -0.25 0.1
25 3 -0.65 -0.4 -0.25 0.05
25 4 -0.7 -0.45 -0.3 0.05
25 5 -0.75 -0.45 -0.25 0
25 6 -0.75 -0.5 -0.3 0.05
25 7 -0.8 -0.5 -0.3 0.05
26 0 -0.55 -0.3 -0.25 0.1
26 1 -0.55 -0.3 -0.25 0.15
26 2 -0.6 -0.35 -0.25 0.1
26 3 -0.65 -0.35 -0.25 0.15
26 4 -0.65 -0.4 -0.25 0.1
26 5 -0.7 -0.4 -0.25 0.1
26 6 -0.75 -0.45 -0.3 0.15
26 7 -0.75 -0.45 -0.3 0.1
27 0 -0.5 -0.25 -0.25 0.15
27 1 -0.55 -0.3 -0.25 0.15
27 2 -0.55 -0.3 -0.25 0.15
27 3 -0.6 -0.35 -0.25 0.15
27 4 -0.6 -0.35 -0.25 0.15
27 5 -0.65 -0.4 -0.25 0.15
27 6 -0.7 -0.45 -0.25 0.15
27 7 -0.7 -0.45 -0.25 0.2
28 0 -0.5 -0.25 -0.2 0.2
28 1 -0.5 -0.25 -0.2 0.2
28 2 -0.55 -0.25 -0.2 0.2
28 3 -0.55 -0.3 -0.2 0.2
28 4 -0.6 -0.3 -0.2 0.2
28 5 -0.65 -0.4 -0.2 0.2
28 6 -0.65 -0.35 -0.2 0.25
28 7 -0.7 -0.45 -0.2 0.2
29 0 -0.5 -0.25 -0.15 0.2
29 1 -0.5 -0.25 -0.15 0.2
29 2 -0.5 -0.25 -0.15 0.25
29 3 -0.55 -0.3 -0.15 0.25
29 4 -0.55 -0.3 -0.15 0.25
29 5 -0.6 -0.35 -0.15 0.25
29 6 -0.65 -0.35 -0.15 0.2
29 7 -0.65 -0.4 -0.15 0.25
30 0 -0.45 -0.2 -0.1 0.25
30 1 -0.45 -0.2 -0.1 0.25
30 2 -0.5 -0.25 -0.1 0.25
30 3 -0.5 -0.25 -0.1 0.25
30 4 -0.55 -0.3 -0.1 0.25
30 5 -0.55 -0.3 -0.1 0.3
30 6 -0.6 -0.35 -0.1 0.3
30 7 -0.6 -0.35 -0.1 0.3
31 0 -0.4 -0.2 -0.1 0.25
31 1 -0.45 -0.2 -0.1 0.25
31 2 -0.45 -0.2 -0.1 0.25
31 3 -0.5 -0.25 -0.1 0.3
31 4 -0.5 -0.3 -0.05 0.25
31 5 -0.55 -0.3 -0.05 0.3
31 6 -0.55 -0.3 -0.05 0.3
31 7 -0.6 -0.35 -0.05 0.3
32 0 -0.5 -0.25 -0.25 0
32 1 -0.55 -0.25 -0.25 0.05
32 2 -0.55 -0.3 -0.3 0
32 3 -0.6 -0.35 -0.25 0
32 4 -0.65 -0.35 -0.3 0
32 5 -0.65 -0.35 -0.25 0
32 6 -0.7 -0.4 -0.3 0
32 7 -0.75 -0.45 -0.3 0
33 0 -0.5 -0.25 -0.25 0.1
33 1 -0.55 -0.25 -0.25 0.1
33 2 -0.55 -0.3 -0.3 0.05
33 3 -0.6 -0.3 -0.25 0.1
33 4 -0.6 -0.35 -0.3 0.05
33 5 -0.65 -0.35 -0.25 0.05
33 6 -0.7 -0.4 -0.3 0.05
33 7 -0.7 -0.4 -0.3 0.05
34 0 -0.5 -0.2 -0.25 0.1
34 1 -0.5 -0.25 -0.25 0.1
34 2 -0.55 -0.25 -0.25 0.1
34 3 -0.55 -0.3 -0.25 0.1
34 4 -0.6 -0.3 -0.25 0.1
34 5 -0.6 -0.35 -0.25 0.1
34 6 -0.65 -0.35 -0.25 0.1
34 7 -0.65 -0.4 -0.3 0.1
35 0 -0.45 -0.2 -0.25 0.15
35 1 -0.45 -0.2 -0.25 0.15
35 2 -0.5 -0.25 -0.25 0.15
35 3 -0.5 -0.25 -0.25 0.15
35 4 -0.55 -0.25 -0.25 0.15
35 5 -0.6 -0.35 -0.25 0.15
35 6 -0.65 -0.35 -0.25 0.1
35 7 -0.65 -0.4 -0.25 0.15
36 0 -0.45 -0.2 -0.2 0.2
36 1 -0.45 -0.2 -0.2 0.2
36 2 -0.45 -0.2 -0.2 0.2
36 3 -0.5 -0.25 -0.2 0.2
36 4 -0.5 -0.25 -0.2 0.2
36 5 -0.55 -0.3 -0.2 0.2
36 6 -0.55 -0.3 -0.2 0.2
36 7 -0.6 -0.3 -0.2 0.2
37 0 -0.4 -0.15 -0.15 0.25
37 1 -0.45 -0.2 -0.15 0.25
37 2 -0.45 -0.2 -0.15 0.25
37 3 -0.45 -0.2 -0.15 0.25
37 4 -0.5 -0.25 -0.15 0.25
37 5 -0.5 -0.25 -0.15 0.25
37 6 -0.55 -0.3 -0.15 0.25
37 7 -0.55 -0.3 -0.15 0.25
38 0 -0.4 -0.15 -0.15 0.25
38 1 -0.4 -0.15 -0.15 0.25
38 2 -0.45 -0.2 -0.15 0.25
38 3 -0.45 -0.2 -0.1 0.25
38 4 -0.45 -0.2 -0.1 0.25
38 5 -0.5 -0.25 -0.15 0.25
38 6 -0.5 -0.25 -0.1 0.3
38 7 -0.55 -0.3 -0.1 0.3
39 0 -0.35 -0.15 -0.1 0.25
39 1 -0.4 -0.15 -0.1 0.25
39 2 -0.4 -0.2 -0.1 0.25
39 3 -0.45 -0.2 -0.05 0.3
39 4 -0.45 -0.2 -0.05 0.25
39 5 -0.5 -0.25 -0.05 0.3
39 6 -0.5 -0.25 -0.05 0.3
39 7 -0.5 -0.25 -0.05 0.3
40 0 -0.45 -0.2 -0.25 0
40 1 -0.45 -0.2 -0.25 0
40 2 -0.5 -0.25 -0.3 0
40 3 -0.55 -0.25 -0.25 0
40 4 -0.55 -0.3 -0.3 0
40 5 -0.6 -0.3 -0.25 0
40 6 -0.6 -0.35 -0.3 0
40 7 -0.65 -0.35 -0.3 -0.05
41 0 -0.45 -0.2 -0.25 0.05
41 1 -0.45 -0.2 -0.25 0.05
41 2 -0.5 -0.25 -0.3 0.05
41 3 -0.5 -0.25 -0.25 0.05
41 4 -0.55 -0.3 -0.3 0
41 5 -0.55 -0.3 -0.25 0.05
41 6 -0.6 -0.35 -0.3 0
41 7 -0.6 -0.35 -0.3 0.05
42 0 -0.4 -0.15 -0.25 0.1
42 1 -0.45 -0.2 -0.25 0.1
42 2 -0.45 -0.2 -0.25 0.1
42 3 -0.5 -0.25 -0.25 0.1
42 4 -0.5 -0.25 -0.25 0.1
42 5 -0.55 -0.3 -0.25 0.05
42 6 -0.55 -0.3 -0.3 0.1
42 7 -0.6 -0.3 -0.3 0.1
43 0 -0.4 -0.15 -0.25 0.15
43 1 -0.4 -0.15 -0.25 0.15
43 2 -0.5 -0.2 -0.25 0.15
43 3 -0.45 -0.2 -0.25 0.15
43 4 -0.5 -0.25 -0.25 0.15
43 5 -0.5 -0.25 -0.25 0.15
43 6 -0.6 -0.3 -0.25 0.15
43 7 -0.55 -0.3 -0.25 0.15
44 0 -0.4 -0.15 -0.25 0.2
44 1 -0.4 -0.15 -0.25 0.2
44 2 -0.4 -0.15 -0.25 0.2
44 3 -0.45 -0.2 -0.25 0.2
44 4 -0.45 -0.2 -0.25 0.2
44 5 -0.5 -0.25 -0.25 0.2
44 6 -0.5 -0.25 -0.25 0.2
44 7 -0.55 -0.3 -0.25 0.2
45 0 -0.35 -0.1 -0.15 0.25
45 1 -0.4 -0.15 -0.2 0.2
45 2 -0.4 -0.15 -0.2 0.25
45 3 -0.4 -0.15 -0.15 0.25
45 4 -0.45 -0.2 -0.2 0.25
45 5 -0.5 -0.2 -0.15 0.25
45 6 -0.5 -0.25 -0.2 0.25
45 7 -0.5 -0.25 -0.2 0.25
46 0 -0.35 -0.1 -0.15 0.25
46 1 -0.35 -0.1 -0.15 0.25
46 2 -0.4 -0.15 -0.15 0.25
46 3 -0.4 -0.15 -0.15 0.25
46 4 -0.45 -0.15 -0.15 0.25
46 5 -0.45 -0.2 -0.1 0.25
46 6 -0.45 -0.2 -0.15 0.3
46 7 -0.5 -0.2 -0.15 0.3
47 0 -0.35 -0.1 -0.1 0.25
47 1 -0.35 -0.1 -0.1 0.25
47 2 -0.35 -0.1 -0.05 0.25
47 3 -0.4 -0.15 -0.05 0.3
47 4 -0.4 -0.15 -0.05 0.25
47 5 -0.4 -0.2 -0.05 0.3
47 6 -0.45 -0.2 -0.05 0.3
47 7 -0.45 -0.2 -0.05 0.3
48 0 -0.3 -0.1 -0.05 0.25
48 1 -0.3 -0.1 -0.05 0.25
48 2 -0.35 -0.1 -0.05 0.25
48 3 -0.35 -0.1 -0.05 0.3
48 4 -0.4 -0.15 -0.05 0.25
48 5 -0.4 -0.2 0 0.3
48 6 -0.4 -0.15 0 0.3
48 7 -0.45 -0.2 0 0.3
49 0 -0.4 -0.15 -0.25 0
49 1 -0.4 -0.15 -0.25 0
49 2 -0.45 -0.2 -0.25 0
49 3 -0.45 -0.2 -0.25 -0.05
49 4 -0.5 -0.25 -0.3 0
49 5 -0.5 -0.25 -0.25 -0.05
49 6 -0.55 -0.25 -0.3 -0.05
49 7 -0.55 -0.3 -0.3 -0.05
50 0 -0.4 -0.15 -0.25 0.05
50 1 -0.4 -0.1 -0.25 0.05
50 2 -0.4 -0.15 -0.3 0.05
50 3 -0.45 -0.2 -0.25 0.05
50 4 -0.45 -0.2 -0.3 0.05
50 5 -0.5 -0.25 -0.25 0
50 6 -0.55 -0.2 -0.3 0.05
50 7 -0.55 -0.25 -0.3 0
51 0 -0.35 -0.1 -0.25 0.1
51 1 -0.4 -0.1 -0.25 0.1
51 2 -0.4 -0.15 -0.25 0.1
51 3 -0.4 -0.15 -0.25 0.1
51 4 -0.45 -0.2 -0.25 0.1
51 5 -0.45 -0.2 -0.25 0.1
51 6 -0.5 -0.2 -0.3 0.1
51 7 -0.5 -0.25 -0.3 0.1
52 0 -0.35 -0.1 -0.25 0.15
52 1 -0.35 -0.1 -0.25 0.15
52 2 -0.4 -0.15 -0.25 0.15
52 3 -0.4 -0.15 -0.25 0.15
52 4 -0.45 -0.2 -0.25 0.15
52 5 -0.45 -0.2 -0.25 0.15
52 6 -0.45 -0.2 -0.25 0.15
52 7 -0.5 -0.25 -0.3 0.15
53 0 -0.35 -0.1 -0.25 0.2
53 1 -0.35 -0.1 -0.25 0.15
53 2 -0.35 -0.1 -0.25 0.2
53 3 -0.4 -0.15 -0.25 0.2
53 4 -0.4 -0.15 -0.25 0.2
53 5 -0.45 -0.15 -0.25 0.2
53 6 -0.45 -0.2 -0.25 0.2
53 7 -0.45 -0.2 -0.25 0.2
54 0 -0.3 -0.1 -0.2 0.25
54 1 -0.35 -0.1 -0.2 0.2
54 2 -0.35 -0.1 -0.2 0.25
54 3 -0.35 -0.1 -0.2 0.25
54 4 -0.4 -0.1 -0.2 0.25
54 5 -0.4 -0.15 -0.2 0.25
54 6 -0.45 -0.15 -0.15 0.2
54 7 -0.45 -0.2 -0.2 0.25
55 0 -0.3 -0.05 -0.15 0.25
55 1 -0.3 -0.05 -0.15 0.25
55 2 -0.35 -0.1 -0.15 0.25
55 3 -0.35 -0.1 -0.15 0.25
55 4 -0.35 -0.1 -0.15 0.25
55 5 -0.4 -0.15 -0.15 0.25
55 6 -0.4 -0.15 -0.15 0.25
55 7 -0.4 -0.15 -0.15 0.3
56 0 -0.3 -0.05 -0.1 0.25
56 1 -0.3 -0.05 -0.1 0.25
56 2 -0.3 -0.1 -0.1 0.25
56 3 -0.35 -0.1 -0.1 0.3
56 4 -0.35 -0.1 -0.1 0.25
56 5 -0.4 -0.1 -0.1 0.3
56 6 -0.4 -0.15 -0.1 0.3
56 7 -0.4 -0.15 -0.1 0.3
57 0 -0.25 -0.05 -0.1 0.25
57 1 -0.3 -0.05 -0.05 0.25
57 2 -0.3 -0.05 -0.05 0.25
57 3 -0.3 -0.1 -0.05 0.3
57 4 -0.35 -0.1 -0.05 0.25
57 5 -0.35 -0.1 -0.05 0.3
57 6 -0.4 -0.15 -0.05 0.3
57 7 -0.4 -0.15 -0.05 0.3
58 0 -0.3 -0.05 -0.25 0
58 1 -0.35 -0.1 -0.25 0
58 2 -0.35 -0.1 -0.25 0
58 3 -0.4 -0.1 -0.25 -0.05
58 4 -0.4 -0.15 -0.3 0
58 5 -0.45 -0.15 -0.25 -0.05
58 6 -0.45 -0.2 -0.3 -0.05
58 7 -0.45 -0.2 -0.3 -0.05
59 0 -0.3 -0.05 -0.25 0.05
59 1 -0.35 -0.05 -0.25 0.05
59 2 -0.35 -0.1 -0.3 0.05
59 3 -0.35 -0.1 -0.25 0.05
59 4 -0.4 -0.15 -0.3 0
59 5 -0.45 -0.15 -0.25 0
59 6 -0.45 -0.15 -0.3 0
59 7 -0.45 -0.15 -0.3 0
60 0 -0.3 -0.05 -0.25 0.1
60 1 -0.3 -0.05 -0.25 0.1
60 2 -0.35 -0.1 -0.25 0.05
60 3 -0.35 -0.1 -0.25 0.1
60 4 -0.4 -0.1 -0.3 0.1
60 5 -0.4 -0.15 -0.25 0.1
60 6 -0.45 -0.15 -0.3 0.05
60 7 -0.45 -0.15 -0.3 0.05
61 0 -0.3 -0.05 -0.25 0.15
61 1 -0.3 -0.05 -0.25 0.1
61 2 -0.35 -0.05 -0.25 0.1
61 3 -0.35 -0.1 -0.25 0.15
61 4 -0.4 -0.1 -0.25 0.15
61 5 -0.4 -0.1 -0.25 0.1
61 6 -0.4 -0.15 -0.3 0.15
61 7 -0.45 -0.15 -0.3 0.15
62 0 -0.3 -0.05 -0.25 0.15
62 1 -0.3 -0.05 -0.25 0.15
62 2 -0.3 -0.05 -0.25 0.2
62 3 -0.35 -0.1 -0.25 0.15
62 4 -0.35 -0.1 -0.25 0.2
62 5 -0.35 -0.1 -0.25 0.2
62 6 -0.4 -0.15 -0.25 0.2
62 7 -0.4 -0.15 -0.25 0.2
63 0 -0.25 -0.05 -0.2 0.2
63 1 -0.3 -0.05 -0.2 0.2
63 2 -0.3 -0.05 -0.2 0.2
63 3 -0.3 -0.05 -0.2 0.25
63 4 -0.35 -0.1 -0.2 0.2
63 5 -0.35 -0.1 -0.2 0.25
63 6 -0.35 -0.1 -0.2 0.25
63 7 -0.4 -0.15 -0.2 0.25
64 0 -0.25 0 -0.15 0.25
64 1 -0.25 0 -0.15 0.25
64 2 -0.25 -0.05 -0.15 0.25
64 3 -0.3 -0.05 -0.15 0.25
64 4 -0.3 -0.1 -0.15 0.25
64 5 -0.35 -0.1 -0.15 0.25
64 6 -0.35 -0.1 -0.15 0.25
64 7 -0.35 -0.1 -0.15 0.25
65 0 -0.25 0 -0.1 0.25
65 1 -0.25 0 -0.1 0.25
65 2 -0.25 -0.05 -0.1 0.25
65 3 -0.3 -0.05 -0.1 0.25
65 4 -0.3 -0.05 -0.1 0.25
65 5 -0.35 -0.1 -0.1 0.3
65 6 -0.35 -0.1 -0.1 0.3
65 7 -0.35 -0.1 -0.1 0.3
66 0 -0.25 0 -0.05 0.25
66 1 -0.25 0 -0.05 0.25
66 2 -0.25 -0.05 -0.05 0.25
66 3 -0.3 -0.05 -0.05 0.25
66 4 -0.3 -0.05 -0.05 0.25
66 5 -0.3 -0.05 -0.05 0.3
66 6 -0.35 -0.1 -0.05 0.3
66 7 -0.35 -0.1 0 0.3
67 0 -0.25 0 -0.25 -0.05
67 1 -0.3 0 -0.25 -0.05
67 2 -0.3 -0.05 -0.25 -0.05
67 3 -0.3 -0.05 -0.25 -0.05
67 4 -0.35 -0.1 -0.3 -0.05
67 5 -0.35 -0.1 -0.25 -0.05
67 6 -0.35 -0.1 -0.3 -0.05
67 7 -0.4 -0.15 -0.3 -0.05
68 0 -0.25 0 -0.25 0
68 1 -0.25 0 -0.25 0.05
68 2 -0.3 0 -0.3 0
68 3 -0.3 -0.05 -0.25 0
68 4 -0.35 -0.05 -0.3 0
68 5 -0.35 -0.05 -0.25 0
68 6 -0.35 -0.1 -0.3 0
68 7 -0.4 -0.1 -0.3 0
69 0 -0.25 0 -0.25 0.05
69 1 -0.25 0 -0.25 0.05
69 2 -0.3 0 -0.3 0.05
69 3 -0.3 -0.05 -0.25 0.1
69 4 -0.35 -0.05 -0.25 0.05
69 5 -0.35 -0.05 -0.25 0.1
69 6 -0.35 -0.1 -0.3 0.1
69 7 -0.4 -0.1 -0.3 0.05
70 0 -0.25 0 -0.25 0.1
70 1 -0.25 0 -0.25 0.1
70 2 -0.3 0 -0.25 0.1
70 3 -0.3 -0.05 -0.25 0.15
70 4 -0.3 -0.05 -0.25 0.1
70 5 -0.35 -0.05 -0.25 0.1
70 6 -0.35 -0.1 -0.3 0.15
70 7 -0.35 -0.1 -0.25 0.1
71 0 -0.25 0 -0.25 0.15
71 1 -0.25 0 -0.25 0.15
71 2 -0.25 0 -0.25 0.15
71 3 -0.3 0 -0.25 0.15
71 4 -0.3 -0.05 -0.25 0.15
71 5 -0.3 -0.05 -0.25 0.15
71 6 -0.35 -0.05 -0.25 0.15
71 7 -0.35 -0.1 -0.25 0.15
72 0 -0.2 0.05 -0.2 0.2
72 1 -0.25 0 -0.2 0.2
72 2 -0.25 0 -0.2 0.2
72 3 -0.25 0 -0.2 0.2
72 4 -0.25 -0.05 -0.2 0.2
72 5 -0.3 -0.05 -0.2 0.2
72 6 -0.3 -0.05 -0.2 0.2
72 7 -0.35 -0.05 -0.2 0.2
73 0 -0.2 0 -0.2 0.25
73 1 -0.2 0 -0.2 0.25
73 2 -0.25 0 -0.2 0.25
73 3 -0.25 0 -0.15 0.2
73 4 -0.25 -0.05 -0.2 0.25
73 5 -0.3 -0.05 -0.15 0.25
73 6 -0.3 -0.05 -0.15 0.3
73 7 -0.3 -0.05 -0.2 0.3
74 0 -0.2 0.05 -0.1 0.25
74 1 -0.2 0.05 -0.1 0.25
74 2 -0.2 0 -0.1 0.25
74 3 -0.25 0 -0.1 0.25
74 4 -0.25 0 -0.1 0.25
74 5 -0.3 -0.05 -0.1 0.25
74 6 -0.3 -0.05 -0.1 0.3
74 7 -0.3 -0.05 -0.1 0.3
75 0 -0.2 0.05 -0.1 0.25
75 1 -0.2 0.05 -0.1 0.25
75 2 -0.2 0 -0.05 0.25
75 3 -0.2 0 -0.1 0.3
75 4 -0.25 0 -0.1 0.25
75 5 -0.25 0 -0.05 0.3
75 6 -0.25 -0.05 -0.05 0.3
75 7 -0.3 -0.05 -0.05 0.3
76 0 -0.2 0.05 -0.25 -0.05
76 1 -0.2 0.05 -0.25 -0.05
76 2 -0.25 0.05 -0.25 -0.05
76 3 -0.25 0 -0.25 -0.05
76 4 -0.25 0 -0.3 -0.05
76 5 -0.3 -0.05 -0.25 -0.05
76 6 -0.3 -0.05 -0.3 -0.05
76 7 -0.3 -0.05 -0.3 -0.05
77 0 -0.2 0.05 -0.25 0
77 1 -0.2 0.05 -0.25 0
77 2 -0.25 0.05 -0.25 0
77 3 -0.25 0.05 -0.25 0
77 4 -0.3 0 -0.25 0
